file_number,message_id,title,author
69609,message #218055,The Eclipse web-site should use larger font size for the main text (was: Constructive criticism),Stanimir Stamenkov
69610,message #218062,Help: Cannot Watch or Inspect Variables in the Debugger Sometimes,"Kenneth Evans, Jr."
69611,message #218065,Setting a default editor,Jose M Beleta
69612,message #218066,Unhandled event loop / Widget is disposed exception,Eclipse User
69613,message #218069,"After changing figure, bounding box of old figure is still drawn",Eclipse User
69614,message #218070,Path woes.,Eclipse User
69615,message #218075,Getting content of a XML file,Eclipse User
69616,message #218076,How do I update the Eclipse plug-in for RVDS 3.1?,anshuman 
69617,message #218078,Unable to find any registered image writers for mime type [image/bmp],Eclipse User
69618,message #218079,Redirecting stdin,Michael Olan
69619,message #218087,Getting Problems View to Update,"Kenneth Evans, Jr."
69620,message #218092,About RCP,Eclipse User
69621,message #218093,Where are on-line documentation files for Ganymede  C/C++ IDE?,Eclipse User
69622,message #218101,Changing template for creation of methods and variables,Laurent Duperval
69623,message #218107,Heop with the IGoToMarker,Aniruddha Shevade
69624,message #218108,"Doesn't compile inside IDE, but does outside",Eclipse User
69625,message #218114,(general) Is there any plan to improve the JSP editing functionalities in JST?,Eclipse User
69626,message #218115,How to get the RootEditPart from Editor,Eclipse User
69627,message #218117,JDT: how to get the workspace from *.internal.compiler.Compiler.process(),Eclipse User
69628,message #218119,How to install ctd 1.2.1 ? (newbie inside :-),Eclipse User
69629,message #218123,404 error bug in Internal Web Browser,Eclipse User
69630,message #218127,M8: Run AS JUnit not working,Eclipse User
69631,message #218128,Problem with error highlighting,Eclipse User
69632,message #218130,XML Editor plugin,Eclipse User
69633,message #218132,Wrong location from BendpointRequest,Eclipse User
69634,message #218139,Exiting Debug perspective when hitting a breakpoint,Eclipse User
69635,message #218140,Too many ticks are displayed,Eclipse User
69636,message #218141,debugger cannot locate source file,Eclipse User
69637,message #218146,Unable to perform Referecen Search / Call Heirarachy - Eclupse C++ IDE,Eclipse User
69638,message #218147,Viewing Word document in Repositories View <> Navigator View,Eclipse User
69639,message #218150,comparing,Zohar Amir
69640,message #218152,Polyline,Manuel Selva
69641,message #218155,"Keep getting error ""mi_cmd_var_create: unable to create variable object""",Eclipse User
69642,message #218153,About BorderItemFigure like logic example,Eclipse User
69643,message #218159,formatter,Zohar Amir
69644,message #218161,Project Name / Location Validation,jjho
69645,message #218163,"BIRT 2.2, Excel Output, and Formula",Eclipse User
69646,message #218166,HTML Editor: Disable auto-insertion of end tags?,Eclipse User
69647,message #218168,debugger does not open source window,Eclipse User
69648,message #218171,404 /soap/servlet/rpcrouter when run web services explorer in Eclipse,emanhossny
69649,message #218176,Programmaticaly organizing imports,Eclipse User
69650,message #218178,Problem of building legacy C application with CDT,Carfield Yim
69651,message #218182,Put Connections into Background,Eclipse User
69652,message #218185,org.eclipse.jdt.launching.j9,Eclipse User
69653,message #218188,How to change the style and color of a series of  a line chart,Eclipse User
69654,message #218189,Connection overlaping other connection,Eclipse User
69655,message #218208,creating a library,Eclipse User
69656,message #218212,Unable to open documents through sun.applet.AppletViewer in eclipse-Request help,Eclipse User
69657,message #218214,cannot start 3.0 M8 GTK,Eclipse User
69658,message #218221,Debugger delays while launching debug session,Eclipse User
69659,message #218223,How to obtain some information from a JAVA source file in editing,Eclipse User
69660,message #218227,Creating views without a running Platform,Eclipse User
69661,message #218229,I can't update to 2.1.3,Eclipse User
69662,message #218231,org.w3c.dom.DOMException when using jre 1.6,Wishwas Mohan
69663,message #218241,Validation gmfmodel,Moustapha
69664,message #218247,java.lang.NoClassDefFoundError: junit/framework/TestCase,Eclipse User
69665,message #218249,[REQUEST] Relative paths for projects,Eclipse User
69666,message #218251,Fixed size diagram,Eclipse User
69667,message #218252,How to define minimized Viewer?,leeguannan
69668,message #218255,Birt 2.0.0 for RedHat,Eclipse User
69669,message #218257,Trouble adding a JavaLineBreakpoint programmatically,Eclipse User
69670,message #218259,Scrolling the document  programmatically,Eclipse User
69671,message #218263,Standard build issues,Eclipse User
69672,message #218270,How to use the Minimized stacks?,leeguannan
69673,message #218274,Retrieve graphical element from model element,Eclipse User
69674,message #218281,2nd Printmargin,Eclipse User
69675,message #218282,"rotate, translate",Victor Llorens
69676,message #218287,When XML output will be available?,Eclipse User
69677,message #218288,compile only? without linking?,Eclipse User
69678,message #218295,Is there a way to precache multiple datasets without outputing data?,Eclipse User
69679,message #218294,read a file with filereader,Eclipse User
69680,message #218296,CDT for AIX,Eclipse User
69681,message #218297,Help for Building update site Project,Eclipse User
69682,message #218302,Selective SanpToGrid Question,Eclipse User
69683,message #218303,How to convert IMethod to java.lang.reflect.Method,Eclipse User
69684,message #218305,onPageBreak hide grid or other grid hiding solutions...,Eclipse User
69685,message #218307,Preventing Selection of Diagram Elements,Maurice O'Connor
69686,message #218311,[REQUEST] Precompiled headers,Eclipse User
69687,message #218312,Comments in AST,Eclipse User
69688,message #218314,Defining and instantiating shapes using GMF editor,Venkanna
69689,message #218315,HTML print btn?,Stan Jordan
69690,message #218316,Flat display in Synchronize view,Eclipse User
69691,message #218318,Unhandled event loop exception --> java.lang.NullPointerException,Eclipse User
69692,message #218319,Help: User libraries,Eclipse User
69693,message #218321,Viewing arrays in debugger,Eclipse User
69694,message #218322,Changing a DiagramRoot Property,Raphael
69695,message #218325,Possible bug in XML formatter,Jean-Noel Rivasseau
69696,message #218326,Does CDT indexer use absolute or relative path?,Eclipse User
69697,message #218328,Building AST,Eclipse User
69698,message #218329,programmatically generate button click action,Eclipse User
69699,message #218334,code assist vs. content assist vs quick fix?,Tom Stamm
69700,message #218338,[Announce] GMF 2.2.0 I200902111724 is available,Richard Gronback
69701,message #218340,Any plans to make Eclipse work on WinXP 64 ?,Eclipse User
69702,message #218341,Trouble with labels and child editparts.,Eclipse User
69703,message #218349,Implement tree in gef,Eclipse User
69704,message #218350,"Edit Eclipse ""Workspace Launcher""",Eclipse User
69705,message #218352,CDT-Add global variables - Shows empty list,Eclipse User
69706,message #218354,alternating row styles,Eclipse User
69707,message #218355,Problems view & workspace filter question,Eclipse User
69708,message #218357,3.4 Stream Nightly Build N20070627-0010??,Eclipse User
69709,message #218359,No Documentation on Hover,Eclipse User
69710,message #218360,How to do case sensitive auto-completion,Eclipse User
69711,message #218366,BIRT Runtime 2.2 M4 - Exception,Eclipse User
69712,message #218367,Debugger unable to see values of JDK fields,a
69713,message #218369,Two kinds of connections,Eclipse User
69714,message #218376,Adding Resource Navigator to a Custom View,Eclipse User
69715,message #218380,2.2M4 WebViewer Example  with JBOSS 4.0.0 gives Exception,Mathi
69716,message #218381,About BorderItemFigure like logic example,Eclipse User
69717,message #218383,3.0M8 CVS meta-information problem,Doug Nehring
69718,message #218384,Strange phenomenon with error ticks in package explorer,Eclipse User
69719,message #218387,Photran for CDT 5.0,San
69720,message #218394,add border shape,Eclipse User
69721,message #218397,RCPViewer gives The output format html is not supported. error,Eclipse User
69722,message #218398,lose quickdiff reference provider after sourceViewer.setDocument,Eclipse User
69723,message #218399,Convert javax.wsdl.Definition to wst.Definition,Eclipse User
69724,message #218401,Jar creation errors,Shrinivas Joshi
69725,message #218403,Better way to take over changes of library to the related project?,Eclipse User
69726,message #218407,Java Annotation Format,Eclipse User
69727,message #218411,Assertion fails in gdb,Eclipse User
69728,message #218413,BIRT2.2M4+ __format=xls - gives Exception,Mathi
69729,message #218416,Manipulating an Custom Editor through jdt,Ugo Sangiorgi
69730,message #218423,moving figure,Eclipse User
69731,message #218425,Force Eclipse to Publish?,Eclipse User
69732,message #218430,Problem with figures in draw2d!,Eclipse User
69733,message #218439,Eclipse approach to development,Eclipse User
69734,message #218443,eclipse javadoc,Eclipse User
69735,message #218444,"""One model - many edit parts"" problem!",kiril mitov
69736,message #218446,Saving a resource from a project when building another project,Ali Burak Kulakli
69737,message #218456,Validation Framework not returning errors,Philippe Sabourin
69738,message #218457,"Security, md5 validation of an external executable",Eclipse User
69739,message #218465,Bug check: exporting features (org.eclipse.core.runtime.compatibility),James Willans
69740,message #218466,Java EE Module spontaneously deselected in Project properties,Eclipse User
69741,message #218467,Get VM over IJavaDebugTarget,Karsten Lehmann
69742,message #218468,What about crossTab and object data source,raju
69743,message #218471,which binary parser to use?,Eclipse User
69744,message #218473,(low priority) Misleading comment in wst.sse internals.,Eclipse User
69745,message #218474,How to force Eclipse to update its thread status display ?,Darmawan
69746,message #218479,What makes a module Java EE 5.0?,Eclipse User
69747,message #218481,Ctrl + click vs. F3,Eclipse User
69748,message #218484,websphere & linux/gtk,Haris Peco
69749,message #218487,"Class prepare breakpoint for classname=""*"" ?",Eclipse User
69750,message #218490,Can't delete certain EditParts from the model,Eclipse User
69751,message #218494,[Newbie] Help me solving this problem please !!!!,Eclipse User
69752,message #218495,lobbying for javadoc view enhancement,Mario Ivankovits
